Animal,gender,ID,cute,rounded,streamlined,colorful,warning,speedy,powerful,reliable,elegant,friendly,rough,hard,aggressive,recognizable,specially-textured,beautiful-implied ,clever,leisurely,fashion-colored,majestic,specially-structured
shark,女,59,5,4,7,6,7,7,7,5,3,2,6,7,7,7,5,3,5,3,2,7,6
shark,女,60,1,2,7,2,4,6,7,5,6,2,5,3,7,7,5,2,6,4,4,6,6
shark,女,61,2,2,7,1,2,7,7,2,5,1,5,4,7,7,3,1,4,3,2,7,4
shark,女,62,1,1,7,1,1,7,7,1,1,1,1,7,7,7,1,1,7,1,1,7,1
shark,女,63,1,5,7,1,1,7,7,7,2,1,1,1,7,7,7,2,2,3,3,7,7
shark,女,64,3,3,6,4,4,6,7,2,6,2,3,3,7,7,4,4,4,4,4,7,7
shark,女,65,2,2,5,6,6,6,6,2,3,1,4,5,7,7,4,3,4,2,4,5,4
shark,女,66,5,4,5,4,5,7,7,5,3,5,4,5,7,6,4,4,5,4,4,6,4
shark,女,67,2,2,6,4,7,7,7,2,2,1,4,6,7,7,7,1,4,2,2,7,7
shark,女,68,2,2,5,3,3,5,6,4,4,2,2,2,6,6,4,3,5,2,3,5,4
shark,女,69,6,3,4,5,6,6,5,5,6,6,5,4,6,5,5,4,5,5,5,6,5
shark,女,70,7,5,7,6,6,7,7,7,7,5,1,7,7,7,1,5,1,6,7,7,1
shark,女,71,1,2,5,1,1,1,6,2,1,1,2,2,7,7,1,1,1,1,1,5,3
shark,女,72,4,1,6,6,4,7,7,1,2,1,1,6,7,7,4,1,7,3,6,7,7
shark,女,73,1,5,6,1,1,6,7,5,2,2,5,6,7,6,3,2,2,3,2,6,3
shark,女,74,4,2,6,2,1,7,7,2,6,1,2,4,6,6,1,1,4,4,2,7,5
shark,女,75,6,5,7,1,1,6,7,1,5,1,1,1,7,7,5,1,4,1,1,7,6
shark,女,76,1,1,7,1,1,6,7,1,7,2,4,6,6,7,7,1,5,2,4,6,7
shark,女,77,5,5,7,1,1,6,7,6,5,2,3,5,7,7,1,1,7,7,1,6,2
shark,女,78,1,1,6,3,1,7,7,1,4,1,1,1,7,5,1,1,6,1,1,7,5
shark,女,79,3,3,4,4,6,7,7,5,2,1,6,7,7,7,5,1,5,2,4,5,6
shark,女,80,1,5,7,3,7,7,7,3,4,1,1,4,7,7,4,4,6,3,2,7,4
shark,女,81,7,6,6,5,3,7,6,5,3,1,2,3,7,7,2,1,4,5,5,3,4
shark,女,82,1,1,3,1,1,6,6,3,5,2,1,1,6,6,1,1,5,1,1,5,2
shark,女,83,5,4,6,6,3,7,7,7,4,2,6,7,7,7,3,3,6,3,5,4,6
shark,女,84,3,2,6,5,7,7,7,1,1,1,1,2,7,7,2,1,6,2,4,6,5
shark,女,85,1,1,4,1,1,7,7,1,2,1,1,3,7,1,1,1,5,5,1,5,7
shark,女,86,5,4,6,4,4,7,7,4,5,3,4,5,7,6,4,3,4,3,4,6,5
shark,女,87,6,5,7,3,3,7,6,6,6,3,3,5,6,6,3,5,6,4,5,7,3
shark,女,88,2,4,6,4,3,6,7,2,2,2,4,3,7,6,4,2,3,2,2,6,2
shark,女,89,2,2,4,3,3,6,7,5,3,3,6,6,6,5,3,3,5,2,3,5,4
shark,女,90,3,5,6,5,6,7,7,6,4,3,4,3,7,6,6,2,6,5,3,7,6
shark,女,91,1,2,6,1,2,6,7,4,2,1,3,6,7,5,4,2,2,1,1,6,4
shark,女,92,6,1,7,1,1,7,7,2,1,1,1,2,7,7,1,1,7,2,1,7,7
shark,女,93,3,3,7,3,4,7,7,1,6,1,4,3,7,7,4,1,6,3,4,6,4
shark,女,94,5,2,6,2,2,6,7,4,4,2,2,2,7,5,3,3,5,3,3,6,4
shark,女,95,2,1,6,3,6,7,7,7,4,2,6,7,7,7,4,3,5,1,4,7,7
shark,女,96,3,2,7,4,4,7,7,3,6,2,4,6,7,7,4,1,4,4,3,7,6
shark,女,97,3,5,6,4,5,7,7,4,5,4,4,4,6,6,4,4,6,3,4,6,4
shark,女,98,5,5,6,5,6,5,6,4,4,2,5,5,7,6,4,4,5,4,6,6,4
shark,女,99,1,5,3,1,1,6,6,5,5,5,4,5,4,5,2,1,6,3,1,6,4
shark,女,100,1,5,7,1,7,7,7,1,4,1,3,5,7,7,3,1,6,1,1,5,6
shark,女,101,5,5,6,3,6,7,7,4,2,3,6,7,7,7,3,4,6,4,6,6,3
shark,女,102,3,5,6,5,4,6,6,5,5,3,4,6,7,7,3,3,6,4,4,5,7
shark,女,103,3,5,5,3,2,6,7,5,5,3,5,6,7,7,2,4,5,2,4,7,4
shark,女,104,2,5,7,2,2,7,7,3,3,2,2,2,7,7,3,2,5,2,2,6,3
shark,女,105,4,5,2,5,6,6,7,2,3,2,2,6,6,6,3,6,5,2,5,6,2
shark,女,106,4,5,6,3,3,7,7,3,3,2,3,6,7,7,3,3,5,2,2,6,4
shark,女,107,4,5,3,3,7,7,7,2,2,2,7,4,7,4,2,6,4,3,4,4,5
koi,男,1,5,6,5,7,3,1,1,1,4,4,1,1,1,6,6,7,1,4,3,1,2
koi,男,2,5,5,7,7,6,6,1,7,6,6,6,6,1,6,6,7,3,6,6,1,1
koi,男,3,7,7,7,7,7,5,2,2,7,7,2,2,1,7,5,7,7,7,7,1,4
koi,男,4,6,7,7,7,7,6,1,1,7,4,1,1,1,7,7,7,7,7,7,1,6
koi,男,5,6,6,7,7,4,6,1,4,6,7,1,2,1,6,7,7,4,6,5,2,4
koi,男,6,7,7,6,6,4,6,4,4,6,7,4,4,4,6,6,7,6,6,6,6,5
koi,男,7,7,3,7,6,4,4,2,6,6,7,4,2,1,6,6,7,2,6,3,4,2
koi,男,8,6,5,7,7,4,5,4,5,6,7,6,1,1,6,6,7,5,6,5,4,5
koi,男,9,5,5,6,7,5,5,2,5,6,6,4,4,2,6,5,7,4,5,6,4,5
koi,男,10,7,5,5,7,5,6,4,2,7,6,5,5,2,5,4,6,6,3,5,5,4
koi,男,11,6,6,5,4,5,6,6,5,5,6,6,4,5,5,5,6,6,6,5,6,5
koi,男,12,6,3,6,7,4,3,1,1,5,3,1,1,1,6,5,7,5,7,5,1,5
koi,男,13,3,3,6,6,5,1,1,1,6,5,2,2,2,7,6,7,2,7,6,1,1
koi,男,14,5,5,5,7,7,3,3,5,2,6,2,2,1,6,5,7,4,6,6,1,2
koi,男,15,6,6,5,7,1,2,1,6,5,6,2,2,1,3,2,6,2,7,3,1,2
koi,男,16,6,6,6,7,7,5,4,4,6,7,4,4,4,7,6,7,6,7,5,4,4
koi,男,17,6,6,6,6,4,5,2,5,6,6,4,4,4,4,5,7,5,6,5,4,5
koi,男,18,7,6,7,7,7,5,2,5,7,7,2,2,2,7,6,7,2,6,7,1,2
koi,男,19,7,7,7,7,1,7,2,7,7,7,2,1,1,7,7,7,7,7,7,2,1
koi,男,20,5,6,6,7,1,5,1,6,7,7,1,5,1,7,7,7,5,7,7,1,1
koi,男,21,7,2,7,7,5,6,1,2,6,7,5,2,1,5,5,2,4,2,5,1,2
koi,男,22,7,7,7,7,7,3,2,2,6,7,1,7,4,5,2,7,6,7,3,3,2
koi,男,23,5,5,2,7,1,2,1,5,6,6,3,2,1,5,2,7,2,5,5,1,2
koi,男,24,7,7,7,7,1,5,2,1,5,6,1,1,1,4,4,6,4,7,7,1,3
koi,男,25,6,3,6,7,7,5,2,3,6,5,5,2,1,7,5,7,4,6,6,1,4
koi,男,26,6,6,5,6,4,3,2,4,5,4,4,2,2,5,5,4,4,6,6,4,4
koi,男,27,6,2,6,7,2,3,1,2,7,7,7,5,1,2,6,7,3,7,4,1,1
koi,男,28,6,5,7,6,6,5,3,3,7,6,3,2,1,6,6,7,5,6,5,2,3
koi,男,29,7,7,7,7,1,1,1,1,1,1,1,1,1,7,5,2,1,5,6,2,1
koi,男,30,6,5,7,7,6,6,4,4,6,5,2,4,4,5,4,6,5,5,5,6,5
koi,男,31,4,4,7,7,2,1,1,1,6,4,1,1,1,7,6,7,1,7,7,1,1
koi,男,32,6,6,5,7,4,5,3,4,6,5,4,2,2,5,5,7,5,4,5,4,5
koi,男,33,6,6,7,7,7,7,3,2,6,7,6,5,2,7,5,6,2,5,5,2,2
koi,男,34,2,2,6,7,1,3,1,1,3,3,4,4,1,5,5,4,1,7,2,1,1
koi,男,35,4,6,7,7,7,4,2,3,6,5,4,4,5,6,5,5,5,5,7,7,7
koi,男,36,2,2,4,6,3,3,2,2,5,5,3,5,5,4,2,6,5,4,4,2,2
koi,女,37,6,6,6,7,3,3,2,2,3,4,3,2,2,4,3,7,2,2,2,1,1
koi,女,38,7,6,7,7,7,1,1,4,7,7,1,6,1,7,7,7,4,6,6,1,4
koi,女,39,5,5,6,7,7,4,4,4,5,2,1,6,4,6,6,7,4,5,4,4,4
koi,女,40,7,6,7,7,7,4,4,4,5,6,5,2,2,6,5,7,5,7,7,2,4
koi,女,41,4,7,7,7,1,4,1,7,6,6,2,4,2,3,3,7,2,7,5,1,3
koi,女,42,6,6,6,6,6,5,2,5,5,5,3,3,3,6,5,7,5,6,6,3,3
koi,女,43,4,6,6,7,5,5,2,1,5,4,2,1,2,1,6,7,5,6,3,1,1
koi,女,44,6,5,6,7,7,4,1,1,6,7,3,1,1,6,5,7,5,6,6,1,1
koi,女,45,6,3,7,7,6,3,1,2,5,7,1,1,1,2,4,7,6,7,7,1,4
koi,女,46,4,5,6,7,1,3,1,4,5,5,3,1,1,6,1,7,1,7,1,1,4
koi,女,47,6,7,6,7,7,4,1,7,6,7,1,3,1,6,4,7,6,6,6,2,2
koi,女,48,7,6,7,7,7,3,1,1,7,7,3,1,3,7,7,7,5,7,3,1,1
koi,女,49,6,6,7,7,7,4,2,5,7,7,3,2,1,6,6,7,7,7,7,1,4
koi,女,50,6,7,7,7,3,2,2,6,6,7,3,3,1,6,3,7,5,7,6,1,4
koi,女,51,7,7,7,7,4,3,1,1,7,5,1,1,1,7,7,7,4,6,7,1,4
koi,女,52,6,6,7,7,6,4,4,6,6,7,4,2,2,7,5,7,5,5,5,3,4
koi,女,53,5,5,5,7,3,3,2,2,5,6,2,2,2,5,2,7,4,7,5,1,1
koi,女,54,7,6,7,7,1,1,1,1,6,6,1,1,1,7,1,7,4,7,1,1,1
koi,女,55,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,4,5,4,5
koi,女,56,7,5,6,7,4,4,1,3,6,7,1,1,1,6,5,7,6,6,5,1,1
koi,女,57,4,7,7,7,7,4,1,5,5,6,4,2,1,3,6,7,6,6,6,1,1
koi,女,58,5,5,5,6,4,3,1,4,5,6,3,3,1,6,4,7,4,6,4,1,4
koi,女,59,6,6,7,7,2,5,2,5,7,6,7,5,2,7,5,7,6,7,5,4,4
koi,女,60,7,6,6,7,1,3,2,2,7,6,2,3,1,7,6,7,3,6,5,1,2
koi,女,61,6,5,7,7,5,3,1,6,6,7,2,1,1,6,5,7,4,5,4,1,3
koi,女,62,7,7,7,7,1,1,1,5,7,7,1,1,1,7,7,7,1,7,7,1,1
koi,女,63,7,7,7,7,6,4,4,4,6,7,2,2,2,7,7,7,4,7,6,2,7
koi,女,64,7,6,7,7,3,3,2,7,7,7,2,2,1,7,6,7,4,6,6,2,4
koi,女,65,7,6,7,7,5,4,1,7,7,7,4,1,1,7,5,7,6,5,7,1,4
koi,女,66,5,6,6,7,4,4,3,6,6,7,3,3,1,7,5,7,5,6,3,1,1
koi,女,67,7,5,5,7,7,2,2,3,7,7,4,2,1,7,7,7,7,6,7,4,5
koi,女,68,6,5,5,6,6,5,4,4,5,5,3,3,4,5,4,6,5,6,5,4,4
koi,女,69,6,6,6,6,1,5,4,5,6,7,3,3,1,5,5,7,6,7,6,1,2
koi,女,70,7,1,3,7,4,1,1,1,1,6,1,1,1,1,1,7,1,7,1,1,1
koi,女,71,5,6,6,7,2,2,1,3,5,6,2,1,1,2,2,7,3,5,3,1,3
koi,女,72,6,6,6,7,5,2,1,1,7,7,1,1,1,7,5,7,7,7,5,1,1
koi,女,73,5,6,7,7,7,4,4,3,6,6,2,2,2,4,6,6,4,4,6,2,3
koi,女,74,4,2,5,7,1,2,1,5,6,6,3,1,1,6,1,7,2,7,5,1,4
koi,女,75,7,7,7,7,5,5,1,4,4,5,1,1,1,6,5,7,4,7,6,1,5
koi,女,76,4,7,7,7,1,5,2,2,7,7,7,1,1,7,7,7,1,7,7,1,7
koi,女,77,5,5,7,7,5,6,1,1,6,5,1,1,1,5,7,7,2,5,7,1,1
koi,女,78,7,3,4,7,4,2,1,5,6,5,1,1,1,7,3,7,4,7,3,1,2
koi,女,79,6,6,3,7,3,2,2,5,7,7,5,3,1,7,5,7,7,7,7,2,3
koi,女,80,5,5,5,7,4,3,4,5,5,6,6,4,1,6,6,7,4,4,5,1,1
koi,女,81,5,5,5,7,7,2,1,1,5,6,2,5,1,7,5,7,5,7,5,1,1
koi,女,82,1,1,3,6,1,1,1,1,3,2,5,1,1,2,4,6,4,4,2,1,1
koi,女,83,4,4,5,7,7,4,2,2,4,5,6,3,3,6,7,7,3,6,2,2,7
koi,女,84,4,5,6,7,4,5,2,1,4,5,4,2,1,4,6,7,4,6,5,1,1
koi,女,85,1,1,5,6,2,1,1,1,5,5,5,1,1,6,4,7,2,6,3,1,4
koi,女,86,6,4,6,6,6,4,3,3,6,7,4,3,3,6,6,7,4,5,5,2,4
koi,女,87,3,6,5,6,3,3,3,3,5,5,3,3,2,4,3,7,3,6,4,2,2
koi,女,88,6,5,6,7,3,3,2,2,6,6,3,2,2,7,7,6,6,6,6,2,3
koi,女,89,3,5,5,6,4,2,2,2,3,5,5,3,2,5,5,6,3,6,3,2,2
koi,女,90,6,5,6,7,7,5,5,6,6,6,4,3,3,5,5,6,6,6,5,4,3
koi,女,91,4,5,6,6,4,2,1,2,7,5,4,2,2,5,4,7,4,5,6,1,3
koi,女,92,6,7,7,7,1,2,1,2,7,7,1,1,1,7,7,7,2,7,6,1,1
koi,女,93,5,5,5,7,2,4,3,4,6,4,5,2,3,7,6,7,3,7,5,1,1
koi,女,94,3,4,5,7,5,3,3,2,2,2,1,1,1,5,5,2,1,6,4,1,3
koi,女,95,7,6,3,7,4,3,2,4,6,4,4,3,3,7,6,7,7,7,6,3,3
koi,女,96,7,4,7,7,4,5,2,3,7,7,4,3,3,7,6,7,4,6,5,4,4
koi,女,97,5,5,6,7,4,4,4,5,5,6,4,4,3,5,4,6,5,6,4,4,4
koi,女,98,4,4,7,7,7,5,2,4,6,4,5,1,2,6,6,7,5,5,6,2,4
koi,女,99,2,2,2,5,5,6,2,2,4,4,5,5,2,3,1,6,3,5,3,2,2
koi,女,100,6,6,7,7,4,4,1,5,7,7,5,2,1,7,7,7,5,6,7,1,7
koi,女,101,6,7,6,7,3,6,2,5,6,6,1,1,3,6,5,7,7,6,5,1,3
koi,女,102,7,5,6,7,4,4,3,5,6,6,5,3,4,4,6,7,5,5,5,3,3
koi,女,103,7,6,6,6,5,6,3,4,6,6,4,2,2,5,5,7,6,7,7,5,4
koi,女,104,7,5,5,7,3,3,2,3,6,6,3,3,2,6,5,7,5,6,6,2,3
koi,女,105,5,6,4,6,3,5,2,2,5,6,2,2,1,6,3,7,2,6,3,2,1
koi,女,106,4,4,6,6,4,4,4,4,5,5,2,2,2,4,2,7,4,7,1,1,1
koi,女,107,3,6,4,7,4,4,3,6,6,4,2,5,2,4,5,4,4,4,6,3,4
tortoise,男,1,7,5,1,3,1,1,2,7,7,7,7,7,5,7,6,7,6,7,6,2,7
tortoise,男,2,4,2,1,1,1,1,5,7,2,5,6,7,2,6,7,7,1,7,1,5,7
tortoise,男,3,6,7,3,1,1,1,1,7,4,7,1,7,1,7,6,7,1,7,2,1,6
tortoise,男,4,1,7,7,1,1,1,1,7,1,1,3,7,1,7,7,1,1,7,1,1,7
tortoise,男,5,5,4,2,2,2,1,3,7,2,6,7,7,4,5,2,5,4,7,4,4,5
tortoise,男,6,3,4,3,3,3,3,4,6,4,4,5,6,4,6,5,4,4,5,4,4,5
tortoise,男,7,6,6,4,2,5,1,3,6,2,7,2,5,4,4,5,6,3,6,1,3,6
tortoise,男,8,3,3,3,2,2,1,5,6,3,2,7,7,4,6,6,4,3,7,4,3,6
tortoise,男,9,5,2,3,2,3,1,5,6,3,5,6,7,2,6,6,4,4,6,4,4,6
tortoise,男,10,5,5,6,6,5,4,6,5,5,5,6,3,5,6,5,5,6,5,4,5,5
tortoise,男,11,6,5,5,6,5,5,6,5,6,5,6,6,5,6,5,6,5,6,5,6,5
tortoise,男,12,1,1,1,1,1,1,2,5,1,1,5,7,7,7,7,1,1,7,1,1,5
tortoise,男,13,2,1,1,1,1,1,6,5,2,5,7,7,5,7,6,5,2,7,1,4,7
tortoise,男,14,7,6,2,2,2,1,4,6,6,6,5,7,1,7,5,7,5,7,3,2,6
tortoise,男,15,6,3,1,1,1,1,1,6,2,7,7,7,2,5,5,5,2,6,2,1,5
tortoise,男,16,5,4,4,4,4,4,4,7,4,7,7,7,4,7,6,7,6,7,4,4,7
tortoise,男,17,4,5,4,2,2,2,3,6,4,5,7,7,4,6,5,5,4,7,2,2,5
tortoise,男,18,5,2,2,1,1,1,6,7,5,7,7,7,5,7,7,7,7,7,2,1,6
tortoise,男,19,1,7,1,4,1,1,1,1,1,2,7,7,5,7,7,4,4,7,1,1,7
tortoise,男,20,1,3,1,1,1,1,6,7,1,4,7,7,1,4,6,7,4,7,1,4,7
tortoise,男,21,3,4,3,3,4,1,4,4,4,3,2,2,2,2,2,4,4,4,4,3,4
tortoise,男,22,6,6,2,2,2,1,5,5,6,6,6,6,4,6,6,5,6,7,3,1,6
tortoise,男,23,5,2,1,1,2,1,5,5,2,5,7,7,2,7,6,6,3,7,2,5,7
tortoise,男,24,5,2,3,1,4,1,6,3,3,5,4,7,2,5,5,5,2,7,2,3,5
tortoise,男,25,5,4,3,1,1,1,1,4,1,6,7,7,2,7,6,6,2,7,2,1,6
tortoise,男,26,5,3,3,4,3,3,3,3,4,4,6,6,3,6,5,4,3,6,4,2,6
tortoise,男,27,5,5,3,1,1,1,6,7,2,7,7,7,2,6,4,6,3,7,2,1,1
tortoise,男,28,5,3,3,4,4,2,3,6,5,6,6,6,2,6,6,7,5,6,5,4,4
tortoise,男,29,3,2,2,2,2,2,2,5,2,6,6,7,1,7,7,6,1,7,3,1,1
tortoise,男,30,4,2,2,2,2,1,1,1,1,1,6,6,1,6,5,2,1,6,2,2,6
tortoise,男,31,1,4,1,1,1,1,1,5,4,5,3,7,1,7,6,4,1,7,1,1,7
tortoise,男,32,6,5,4,4,4,4,3,3,3,4,6,6,4,5,5,4,3,6,4,3,6
tortoise,男,33,1,6,5,3,2,1,2,1,2,2,6,7,1,7,7,7,2,7,2,3,7
tortoise,男,34,7,5,4,2,2,2,5,5,2,4,7,7,6,5,6,2,2,4,1,2,6
tortoise,男,35,4,5,6,5,7,6,7,7,7,4,4,5,5,6,7,5,5,5,5,5,4
tortoise,男,36,3,3,4,3,3,1,3,3,3,3,4,3,4,4,3,6,5,5,3,4,4
tortoise,女,37,1,1,1,1,2,1,2,4,2,4,3,6,2,6,6,6,6,7,3,1,6
tortoise,女,38,2,2,2,1,1,1,4,2,2,2,7,7,5,7,7,5,4,4,1,1,7
tortoise,女,39,4,7,4,1,1,1,4,4,1,4,7,7,7,7,7,6,1,7,1,1,5
tortoise,女,40,6,3,2,2,2,2,4,6,4,4,6,7,3,7,6,6,4,7,4,3,7
tortoise,女,41,6,6,1,1,1,1,1,7,4,5,7,7,1,7,3,7,1,7,1,1,7
tortoise,女,42,6,5,2,2,3,1,2,5,3,3,6,5,2,6,6,5,4,5,3,2,6
tortoise,女,43,2,2,1,1,1,1,5,6,5,6,6,7,2,7,6,5,2,7,3,5,7
tortoise,女,44,6,6,4,1,1,1,1,6,6,7,6,7,1,7,6,7,6,7,2,1,7
tortoise,女,45,3,2,1,1,1,1,5,5,2,2,7,7,4,6,6,4,2,7,4,2,6
tortoise,女,46,5,5,1,1,1,1,1,6,4,7,7,7,1,7,6,7,1,7,4,1,7
tortoise,女,47,5,5,1,3,1,1,3,5,4,5,6,7,4,7,7,4,5,6,2,1,7
tortoise,女,48,6,1,1,1,1,1,1,7,2,7,7,7,4,7,7,7,1,7,1,1,7
tortoise,女,49,5,6,4,4,3,1,4,7,4,7,7,7,1,7,7,7,4,7,4,1,7
tortoise,女,50,1,3,2,2,2,1,6,6,2,5,5,7,2,7,6,5,2,7,4,2,7
tortoise,女,51,3,5,1,1,2,1,3,7,4,4,6,7,4,7,7,4,1,7,1,4,5
tortoise,女,52,5,5,1,1,3,1,4,6,2,5,6,7,3,6,6,3,3,6,3,3,7
tortoise,女,53,6,4,4,4,4,1,4,6,1,4,4,7,5,6,4,4,4,6,4,4,6
tortoise,女,54,7,7,3,1,1,1,1,1,1,1,1,7,1,7,1,7,1,7,1,1,7
tortoise,女,55,5,4,4,4,5,4,4,4,4,4,4,4,4,5,3,5,5,5,5,4,4
tortoise,女,56,6,5,1,2,1,1,1,1,2,6,6,7,1,7,5,4,1,7,1,1,5
tortoise,女,57,4,5,2,2,2,1,1,7,2,7,7,7,1,7,7,6,7,7,2,1,7
tortoise,女,58,5,4,3,1,1,1,2,1,3,5,6,6,5,7,6,6,4,6,2,1,3
tortoise,女,59,3,2,3,2,3,1,4,4,3,2,3,7,5,7,6,2,4,7,2,2,6
tortoise,女,60,6,6,5,2,1,1,5,6,5,5,6,7,5,6,3,6,4,6,4,4,7
tortoise,女,61,5,4,2,1,1,1,1,3,2,6,6,5,1,7,6,6,4,6,1,1,6
tortoise,女,62,7,1,1,1,1,1,1,1,1,7,7,7,1,7,7,7,7,7,1,1,1
tortoise,女,63,7,6,4,1,1,1,1,7,2,6,7,7,5,7,7,7,4,7,2,2,7
tortoise,女,64,6,7,2,2,2,2,2,6,4,6,6,6,2,6,6,6,2,6,4,2,6
tortoise,女,65,5,3,3,4,4,4,4,5,4,6,6,7,3,7,7,4,4,6,4,4,5
tortoise,女,66,5,3,1,3,3,1,2,5,2,7,6,7,2,6,5,5,2,5,2,1,5
tortoise,女,67,4,2,2,4,4,2,4,7,4,5,7,7,7,7,7,7,5,7,2,4,7
tortoise,女,68,4,4,4,3,3,1,4,4,2,4,5,6,4,5,6,5,4,7,3,4,5
tortoise,女,69,2,2,3,3,5,1,1,5,7,7,6,7,5,7,7,6,5,7,5,4,6
tortoise,女,70,3,2,1,1,1,1,1,1,1,7,7,7,7,7,1,1,1,7,1,1,1
tortoise,女,71,4,3,2,1,1,1,3,6,3,4,4,7,3,6,5,4,2,5,1,1,5
tortoise,女,72,2,6,5,1,1,1,3,3,5,5,5,7,5,7,6,5,4,7,3,4,7
tortoise,女,73,4,2,2,2,2,2,2,5,3,5,7,7,4,7,6,3,3,6,2,3,6
tortoise,女,74,1,5,1,1,1,1,3,5,1,5,3,6,3,7,6,5,4,6,3,1,7
tortoise,女,75,4,1,4,1,1,1,4,5,4,4,6,7,6,7,7,4,4,7,4,4,6
tortoise,女,76,4,4,4,4,4,1,1,4,4,4,1,7,6,7,7,7,7,7,4,4,7
tortoise,女,77,7,6,1,1,1,1,5,7,2,7,6,7,1,7,7,7,5,7,1,1,6
tortoise,女,78,7,3,1,1,1,1,1,6,4,4,6,7,1,7,7,7,6,7,1,1,7
tortoise,女,79,5,4,1,1,1,1,2,7,1,5,7,7,2,7,6,6,3,7,2,2,7
tortoise,女,80,7,4,4,2,2,1,1,5,4,7,7,7,4,7,7,7,7,7,4,3,2
tortoise,女,81,5,2,1,1,1,1,1,7,2,7,5,7,1,7,6,4,4,7,1,1,5
tortoise,女,82,4,2,3,3,2,1,1,5,1,4,5,7,2,3,3,5,2,7,1,1,5
tortoise,女,83,3,3,3,3,3,1,2,5,4,5,7,7,3,7,7,7,3,7,2,1,7
tortoise,女,84,2,1,1,1,1,1,5,4,4,4,6,7,2,7,7,7,7,7,1,1,7
tortoise,女,85,1,5,1,1,1,1,5,1,1,1,7,6,2,7,6,7,4,7,2,5,7
tortoise,女,86,4,5,4,3,2,2,3,7,4,5,5,6,4,6,6,5,6,6,4,4,5
tortoise,女,87,5,5,1,1,2,3,7,5,3,5,6,6,6,6,6,6,6,6,3,2,7
tortoise,女,88,5,5,2,2,2,1,4,5,2,5,6,7,4,6,6,6,5,6,3,2,6
tortoise,女,89,5,3,2,2,2,3,2,6,5,6,6,5,2,5,6,6,5,7,3,4,3
tortoise,女,90,6,3,2,4,4,1,2,6,4,5,6,7,3,5,3,6,5,7,6,4,6
tortoise,女,91,5,4,2,1,1,1,1,6,1,1,3,7,4,7,7,4,3,7,4,2,7
tortoise,女,92,7,2,1,1,1,1,5,7,6,7,5,7,4,7,7,7,7,7,1,1,7
tortoise,女,93,6,6,4,3,4,1,1,7,3,5,6,7,4,7,4,4,5,4,5,1,6
tortoise,女,94,4,4,2,1,1,1,3,6,3,4,6,7,4,6,6,4,3,6,2,2,5
tortoise,女,95,3,3,1,1,1,1,5,6,1,6,7,7,2,7,6,5,3,7,2,1,7
tortoise,女,96,5,6,1,1,1,1,4,4,2,6,7,6,2,7,6,7,4,7,4,2,7
tortoise,女,97,4,4,3,3,3,3,5,4,4,3,6,6,5,6,6,5,4,5,4,4,6
tortoise,女,98,4,4,2,2,2,1,1,5,5,4,6,6,3,6,5,4,2,7,2,3,5
tortoise,女,99,2,2,2,1,1,1,1,5,1,3,5,5,2,6,3,5,4,7,2,1,5
tortoise,女,100,2,1,1,1,1,1,1,5,1,5,7,5,3,7,7,4,2,6,1,1,5
tortoise,女,101,6,3,3,2,1,1,5,7,4,6,5,7,2,6,6,7,6,7,5,6,6
tortoise,女,102,5,3,3,3,3,2,4,4,4,5,6,7,4,7,5,6,4,6,4,3,7
tortoise,女,103,6,5,1,2,1,1,3,7,4,5,6,4,1,6,6,7,5,7,4,5,7
tortoise,女,104,6,2,1,1,1,1,3,5,3,5,5,6,3,7,6,6,3,5,2,2,5
tortoise,女,105,2,1,1,4,2,1,6,5,2,4,6,7,6,6,5,4,2,6,6,6,5
tortoise,女,106,4,4,4,3,2,1,1,1,1,5,1,7,1,7,5,5,1,7,1,1,7
tortoise,女,107,4,1,4,3,4,4,5,4,5,3,7,4,4,3,4,4,4,4,4,4,4
snake,男,1,5,7,7,7,7,7,6,2,7,1,1,2,7,7,7,2,7,5,5,5,7
snake,男,2,1,3,4,7,7,5,6,1,4,1,6,5,7,7,7,1,2,1,7,2,7
snake,男,3,2,2,2,2,4,7,7,2,2,2,7,3,7,7,6,1,7,1,4,6,7
snake,男,4,1,7,7,7,7,7,6,1,1,1,7,1,7,7,7,1,7,4,1,1,7
snake,男,5,5,4,6,7,7,7,5,2,2,1,3,6,7,5,6,3,6,5,5,6,5
snake,男,6,1,4,4,7,4,6,4,1,3,3,3,3,7,5,6,6,4,4,4,5,5
snake,男,7,6,3,6,5,5,3,6,5,3,5,2,1,6,3,5,6,4,6,3,4,6
snake,男,8,1,5,7,6,7,7,5,2,5,2,6,6,7,7,7,1,6,5,6,4,6
snake,男,9,2,2,5,6,5,6,5,4,5,2,5,5,7,5,6,2,5,4,5,5,6
snake,男,10,5,6,5,4,6,4,4,5,5,3,6,3,6,5,5,6,4,3,5,5,6
snake,男,11,6,6,5,6,6,6,5,5,5,5,6,6,6,4,5,5,6,5,6,6,5
snake,男,12,1,1,3,7,5,6,5,1,3,1,5,1,7,6,7,1,5,1,3,2,5
snake,男,13,1,6,7,1,6,2,5,1,4,1,5,4,6,7,4,2,6,2,3,2,6
snake,男,14,4,2,5,7,7,5,5,1,5,2,4,4,7,6,5,4,6,3,6,5,6
snake,男,15,5,6,6,7,6,7,6,1,6,3,1,2,5,3,5,3,5,2,5,5,6
snake,男,16,4,4,4,7,7,7,7,4,4,4,7,4,7,7,7,6,4,4,4,5,7
